tweetid,created,date,hour,weekday,text,tweet_text_raw,retweets,favorites,source.r,hashtag,num.emojis,sentiment_negative,sentiment_neutral,sentiment_positive,sentiment_score,sentiment_confidence,sentiment
11649,2017-10-16 21:14:52,2017-10-16,21,Monday,@Alyssa_Milano Me too #MeToo,@Alyssa_Milano Me too #MeToo,0.0,2.0,WEB,#metoo,0.0,0.04637924209237099,0.6490068435668945,0.3046138882637024,0.2582346461713314,0.6490068435668945,Neutral
17977,2017-10-16 22:32:17,2017-10-16,22,Monday,"@Alyssa_Milano #MeToo Numerous times, both harassed &amp; assaulted.  All were by men I knew, not strangers. #Neveragain.","@Alyssa_Milano #MeToo Numerous times, both harassed &amp; assaulted. All were by men I knew, not strangers. #Neveragain.",0.0,0.0,WEB,#metoo,0.0,0.8818584680557251,0.11003387719392776,0.008107675239443779,-0.8737507928162813,0.8818584680557251,Negative
1592,2017-10-16 22:20:01,2017-10-16,22,Monday,@vinceg0716 It<e2><80><99>s a rallying cry for everyone hurt by sexual violence/harassment<e2><80><94> your experience is valid no matter<e2><80><a6> https://t.co/FzDTi8ths9,@vinceg0716 It<e2><80><99>s a rallying cry for everyone hurt by sexual violence/harassment<e2><80><94> your experience is valid no matter<e2><80><a6> https://t.co/FzDTi8ths9,0.0,3.0,IPHONE,#metoo,0.0,0.39735615253448486,0.5224862694740295,0.0801575630903244,-0.31719858944416046,0.5224862694740295,Neutral
18019,2017-10-16 20:25:02,2017-10-16,20,Monday,I love you all for being so brave! Also angry that you even have to be. I<e2><80><99>m not a victim but I am a huge supporter #MeToo <e2><9d><a4><ef><b8><8f>,I love you all for being so brave! Also angry that you even have to be. I<e2><80><99>m not a victim but I am a huge supporter #MeToo <e2><9d><a4><ef><b8><8f>,1.0,3.0,IPHONE,#metoo,1.0,0.19192136824131012,0.20808060467243195,0.5999980568885803,0.4080766886472702,0.5999980568885803,Positive
4873,2017-10-16 19:23:15,2017-10-16,19,Monday,"On the ride home from an out of town HS trip, a boy groped me pretending to be asleep. I didn<e2><80><99>t say a thing for fear of being blamed. #metoo","On the ride home from an out of town HS trip, a boy groped me pretending to be asleep. I didn<e2><80><99>t say a thing for fear of being blamed. #metoo",0.0,0.0,IPHONE,#metoo,0.0,0.7591097950935364,0.23012453317642212,0.010765639133751392,-0.748344155959785,0.7591097950935364,Negative
27275,2017-10-16 23:55:01,2017-10-16,23,Monday,Can't decide which was more triggering- the barage of #metoo statuses all day or seeing *ONE OF* the @AmericanU profs who have harassed me,Can't decide which was more triggering- the barage of #metoo statuses all day or seeing *ONE OF* the @AmericanU profs who have harassed me,0.0,1.0,IPHONE,#metoo,0.0,0.9031228423118591,0.09032135456800461,0.006555756088346243,-0.8965670862235129,0.9031228423118591,Negative
8240,2017-10-16 23:07:24,2017-10-16,23,Monday,Kudos to @ksdknews for lead story on #metoo.,Kudos to @ksdknews for lead story on #metoo.,0.0,1.0,IPHONE,#metoo,0.0,0.005445104092359543,0.03557973727583885,0.9589751362800598,0.9535300321877003,0.9589751362800598,Positive
19054,2017-10-16 20:51:08,2017-10-16,20,Monday,"We have the right to tell our stories. 

Or not. 

We have the right to be inconsistent. 

Let us be as we want.  

#metoo",We have the right to tell our stories. Or not. We have the right to be inconsistent. Let us be as we want. #metoo,0.0,5.0,IPHONE,#metoo,0.0,0.13078057765960693,0.7896190285682678,0.07960041612386703,-0.0511801615357399,0.7896190285682678,Neutral
1554,2017-10-16 20:08:40,2017-10-16,20,Monday,"#MeToo was harassed in the streets of my city, in work place, in public transportation,even in hospital. My daughter will not if you standup","#MeToo was harassed in the streets of my city, in work place, in public transportation,even in hospital. My daughter will not if you standup",0.0,0.0,IPHONE,#metoo,0.0,0.8888622522354126,0.10146919637918472,0.00966855138540268,-0.8791937008500099,0.8888622522354126,Negative
1973,2017-10-16 21:06:52,2017-10-16,21,Monday,Women Flood Social Media With #MeToo <e2><80><94> It<e2><80><99>s Time To Say #IBelieveYou https://t.co/rWNIElpALO,Women Flood Social Media With #MeToo <e2><80><94> It<e2><80><99>s Time To Say #IBelieveYou https://t.co/rWNIElpALO,0.0,0.0,Unknown,#metoo,0.0,0.4486752152442932,0.5092718005180359,0.04205295816063881,-0.4066222570836544,0.5092718005180359,Neutral
5240,2017-10-16 19:13:41,2017-10-16,19,Monday,"In the moment, I laughed nervously and said I couldn't remember.

But honestly, #metoo","In the moment, I laughed nervously and said I couldn't remember. But honestly, #metoo",0.0,8.0,WEB,#metoo,0.0,0.3791733682155609,0.47512751817703247,0.1456991285085678,-0.2334742397069931,0.47512751817703247,Neutral
3360,2017-10-16 22:59:20,2017-10-16,22,Monday,#MeToo I was a child. Then a young adult.,#MeToo I was a child. Then a young adult.,0.0,0.0,IPHONE,#metoo,0.0,0.06019226461648941,0.8174684047698975,0.12233942747116089,0.06214716285467148,0.8174684047698975,Neutral
3260,2017-10-16 23:34:28,2017-10-16,23,Monday,"#metoo when I was 19, my uncle, who happens to be a pastor, invited me into his house, lifted up my shirt, starting to kiss me and touch me","#metoo when I was 19, my uncle, who happens to be a pastor, invited me into his house, lifted up my shirt, starting to kiss me and touch me",1.0,1.0,IPHONE,#metoo,0.0,0.014659005217254162,0.659894585609436,0.3254464268684387,0.31078742165118456,0.659894585609436,Neutral
1401,2017-10-16 21:43:34,2017-10-16,21,Monday,"#MeToo. And because none of those men are significant in any way, I<e2><80><99>m saying this just so you know. Sexual harassment and assault is real.","#MeToo. And because none of those men are significant in any way, I<e2><80><99>m saying this just so you know. Sexual harassment and assault is real.",1.0,10.0,IPHONE,#metoo,0.0,0.9108268618583679,0.0817871242761612,0.007385930512100458,-0.9034409313462675,0.9108268618583679,Negative
6050,2017-10-16 22:41:46,2017-10-16,22,Monday,"Define your terms! #MeToo
@wokewife 
https://t.co/66H9cfSTUF",Define your terms! #MeToo @wokewife https://t.co/66H9cfSTUF,1.0,2.0,WEB,#metoo,0.0,0.04651883989572525,0.7922726273536682,0.16120854020118713,0.11468970030546188,0.7922726273536682,Neutral
859,2017-10-16 19:55:15,2017-10-16,19,Monday,I don<e2><80><99>t talk about my history of sexual harassment &amp; assault here bc I don<e2><80><99>t want it in my space here but if it<e2><80><99>s starting a dialogue #MeToo,I don<e2><80><99>t talk about my history of sexual harassment &amp; assault here bc I don<e2><80><99>t want it in my space here but if it<e2><80><99>s starting a dialogue #MeToo,1.0,2.0,IPHONE,#metoo,0.0,0.749626636505127,0.23708102107048035,0.013292315416038036,-0.7363343210890889,0.749626636505127,Negative
9662,2017-10-16 21:32:27,2017-10-16,21,Monday,"#MondayMorning Sean Hughes #Ophelia #redsun #MeToo #IdLikeToTeach Harvey Weinstein's $250,000 #DementiaCareSummit
<ed><a0><bd><ed><b8><8d><ed><a0><bd><ed><b8><9d>https://t.co/m7Pf2suXwL","#MondayMorning Sean Hughes #Ophelia #redsun #MeToo #IdLikeToTeach Harvey Weinstein's $250,000 #DementiaCareSummit <ed><a0><bd><ed><b8><8d><ed><a0><bd><ed><b8><9d>https://t.co/m7Pf2suXwL",40.0,40.0,WEB,#metoo,2.0,0.2278488278388977,0.7250103950500488,0.04714076220989227,-0.18070806562900543,0.7250103950500488,Neutral
17158,2017-10-16 23:07:06,2017-10-16,23,Monday,"I dont know about you guys, but my Facebook feed is a cornucopia of #MeToo stories from folks of all genders. Where do we go from here?","I dont know about you guys, but my Facebook feed is a cornucopia of #MeToo stories from folks of all genders. Where do we go from here?",0.0,0.0,WEB,#metoo,0.0,0.13640202581882477,0.7140378355979919,0.1495601385831833,0.01315811276435852,0.7140378355979919,Neutral
16635,2017-10-16 23:17:30,2017-10-16,23,Monday,"#MeToo - from sexual assault to inappropriate comments/gestures, it's not okay. your experience matters even if you choose to stay silent<e2><9d><a4><ef><b8><8f>","#MeToo - from sexual assault to inappropriate comments/gestures, it's not okay. your experience matters even if you choose to stay silent<e2><9d><a4><ef><b8><8f>",0.0,12.0,ANDROID,#metoo,1.0,0.8810768723487854,0.11233705282211304,0.006586027797311544,-0.8744908445514739,0.8810768723487854,Negative
9853,2017-10-16 19:56:36,2017-10-16,19,Monday,Only 1 day left! Pre-order my new book + spread word by tagging posts w/ #BeFierceBook #MeToo! Thank you so much! https://t.co/fbmqLn9YUs,Only 1 day left! Pre-order my new book + spread word by tagging posts w/ #BeFierceBook #MeToo! Thank you so much! https://t.co/fbmqLn9YUs,6.0,12.0,WEB,#metoo,0.0,0.002569837961345911,0.043311186134815216,0.9541189670562744,0.9515491290949285,0.9541189670562744,Positive
24823,2017-10-16 20:19:05,2017-10-16,20,Monday,You are not alone! #MeToo,You are not alone! #MeToo,0.0,0.0,IPHONE,#metoo,0.0,0.11184050887823105,0.42170214653015137,0.4664573073387146,0.35461679846048355,0.4664573073387146,Positive
14373,2017-10-16 19:43:14,2017-10-16,19,Monday,"#MeToo
Openly talking about experiencing sexual abuse doesn't make you a victim. It makes you a survivour. I'm not ashamed to say me too.",#MeToo Openly talking about experiencing sexual abuse doesn't make you a victim. It makes you a survivour. I'm not ashamed to say me too.,0.0,0.0,ANDROID,#metoo,0.0,0.3398776054382324,0.5514270067214966,0.1086953803896904,-0.23118222504854202,0.5514270067214966,Neutral
16833,2017-10-16 23:50:46,2017-10-16,23,Monday,#metoo because I want my daughters and grandchildren  to grow in a world of respect and lack of fear,#metoo because I want my daughters and grandchildren to grow in a world of respect and lack of fear,0.0,4.0,IPHONE,#metoo,0.0,0.13408401608467102,0.5656918883323669,0.30022409558296204,0.16614007949829102,0.5656918883323669,Neutral
19277,2017-10-16 20:27:50,2017-10-16,20,Monday,"Me too.

#metoo",Me too. #metoo,0.0,0.0,IPHONE,#metoo,0.0,0.1284576952457428,0.6448686122894287,0.22667373716831207,0.09821604192256927,0.6448686122894287,Neutral
17280,2017-10-16 22:37:33,2017-10-16,22,Monday,The latest The Masaaki Sueyoshi Daily! https://t.co/rvojxDK8FU #krack #metoo,The latest The Masaaki Sueyoshi Daily! https://t.co/rvojxDK8FU #krack #metoo,0.0,0.0,Unknown,#metoo,0.0,0.02260654792189598,0.9049702286720276,0.07242319732904434,0.04981664940714836,0.9049702286720276,Neutral
15340,2017-10-16 23:27:54,2017-10-16,23,Monday,A Conservative Comedian Just Made A Sexist <e2><80><9c>Joke<e2><80><9d> Amid #MeToo And Quickly Paid For It https://t.co/l4F1kPww8p https://t.co/l4F1kPww8p,A Conservative Comedian Just Made A Sexist <e2><80><9c>Joke<e2><80><9d> Amid #MeToo And Quickly Paid For It https://t.co/l4F1kPww8p https://t.co/l4F1kPww8p,4.0,3.0,Unknown,#metoo,0.0,0.5272320508956909,0.4432544410228729,0.029513465240597725,-0.4977185856550932,0.5272320508956909,Negative
24564,2017-10-16 22:00:33,2017-10-16,22,Monday,"Sadly, if you're a woman... #metoo goes hand in hand.","Sadly, if you're a woman... #metoo goes hand in hand.",0.0,0.0,IPHONE,#metoo,0.0,0.8830925226211548,0.10969991236925125,0.0072076525539159775,-0.8758848700672388,0.8830925226211548,Negative
27008,2017-10-16 23:35:46,2017-10-16,23,Monday,Me too! #metoo https://t.co/aIe1GeCi0e,Me too! #metoo https://t.co/aIe1GeCi0e,0.0,1.0,IPHONE,#metoo,0.0,0.030461953952908516,0.3738320469856262,0.5957059860229492,0.5652440320700407,0.5957059860229492,Positive
26334,2017-10-16 19:50:50,2017-10-16,19,Monday,@DannyJohnJules Are you?! It<e2><80><99>s about intersectionality and the #MeToo hashtag,@DannyJohnJules Are you?! It<e2><80><99>s about intersectionality and the #MeToo hashtag,0.0,0.0,IPHONE,#metoo,0.0,0.015615778975188732,0.8284013867378235,0.1559828370809555,0.14036705810576677,0.8284013867378235,Neutral
3217,2017-10-16 21:43:44,2017-10-16,21,Monday,"Been distracted with Ophelia today.But proud of every woman who stood up &amp; said #MeToo. Because, yes, me too. To those who cant speak up <ed><a0><bd><ed><b2><97><ed><a0><bd><ed><b2><97>","Been distracted with Ophelia today.But proud of every woman who stood up &amp; said #MeToo. Because, yes, me too. To those who cant speak up <ed><a0><bd><ed><b2><97><ed><a0><bd><ed><b2><97>",0.0,5.0,ANDROID,#metoo,1.0,0.1074778288602829,0.21714985370635986,0.6753723621368408,0.5678945332765579,0.6753723621368408,Positive
19108,2017-10-16 19:55:05,2017-10-16,19,Monday,I'm disgusted that we even need to do things like #MeToo. One is too many.,I'm disgusted that we even need to do things like #MeToo. One is too many.,0.0,0.0,WEB,#metoo,0.0,0.9344372749328613,0.06009643152356148,0.005466296803206205,-0.9289709781296551,0.9344372749328613,Negative
5442,2017-10-16 20:23:49,2017-10-16,20,Monday,@haaretzcom @ArtilesDana Woody<e2><80><99>s choices broke my <ed><a0><bd><ed><b2><94>I so appreciated his humor &amp; talent. Strip honors based on Sun Y<e2><80><a6> https://t.co/eubcXnKU6e,@haaretzcom @ArtilesDana Woody<e2><80><99>s choices broke my <ed><a0><bd><ed><b2><94>I so appreciated his humor &amp; talent. Strip honors based on Sun Y<e2><80><a6> https://t.co/eubcXnKU6e,0.0,0.0,IPHONE,#metoo,1.0,0.06808217614889145,0.18319329619407654,0.7487245202064514,0.68064234405756,0.7487245202064514,Positive
27051,2017-10-16 23:04:12,2017-10-16,23,Monday,"@Alyssa_Milano #MeToo, what a movement you started!","@Alyssa_Milano #MeToo, what a movement you started!",0.0,0.0,ANDROID,#metoo,0.0,0.005775243043899536,0.041931867599487305,0.9522928595542908,0.9465176165103912,0.9522928595542908,Positive
27084,2017-10-16 19:36:14,2017-10-16,19,Monday,Honestly fuck anyone who makes you feel like you deserved it. #MeToo,Honestly fuck anyone who makes you feel like you deserved it. #MeToo,1.0,14.0,WEB,#metoo,0.0,0.9267142415046692,0.06583617627620697,0.007449674885720015,-0.9192645666189492,0.9267142415046692,Negative
5001,2017-10-16 21:13:39,2017-10-16,21,Monday,Those men were not ashamed of harassing or catcalling me. It's high time that I'm not ashamed of talking about it.#MeToo,Those men were not ashamed of harassing or catcalling me. It's high time that I'm not ashamed of talking about it.#MeToo,0.0,0.0,WEB,#metoo,0.0,0.7894922494888306,0.19401606917381287,0.016491640359163284,-0.7730006091296673,0.7894922494888306,Negative
20712,2017-10-16 22:51:07,2017-10-16,22,Monday,"@Alyssa_Milano 1st time: I was 9. He was 10, and the leader of a gang of bullies at school that kept beating me up.<e2><80><a6> https://t.co/9owE1E4gNm","@Alyssa_Milano 1st time: I was 9. He was 10, and the leader of a gang of bullies at school that kept beating me up.<e2><80><a6> https://t.co/9owE1E4gNm",0.0,0.0,ANDROID,#metoo,0.0,0.7083600759506226,0.27231985330581665,0.019320055842399597,-0.689040020108223,0.7083600759506226,Negative
11904,2017-10-16 23:42:00,2017-10-16,23,Monday,"Share If you want,don<e2><80><99>t if you don<e2><80><99>t. It<e2><80><99>s your choice.but if you want to judge either way:fucketyfuck off to Partoftheproblem Town.#metoo","Share If you want,don<e2><80><99>t if you don<e2><80><99>t. It<e2><80><99>s your choice.but if you want to judge either way:fucketyfuck off to Partoftheproblem Town.#metoo",2.0,7.0,IPHONE,#metoo,0.0,0.6947769522666931,0.2834179103374481,0.021805135533213615,-0.6729718167334795,0.6947769522666931,Negative
20556,2017-10-16 19:16:15,2017-10-16,19,Monday,It is OK to not participate. It is your story. #MeToo https://t.co/VaGATIGbQV,It is OK to not participate. It is your story. #MeToo https://t.co/VaGATIGbQV,0.0,1.0,WEB,#metoo,0.0,0.09373646229505539,0.7425788640975952,0.16368472576141357,0.06994826346635818,0.7425788640975952,Neutral
11666,2017-10-16 23:31:10,2017-10-16,23,Monday,"#metoo
Are you seeing this @mentalpod 
25 episodes to go #catchup and you keep me going #thankyou #youarenotalone https://t.co/FXU5hHvcCD",#metoo Are you seeing this @mentalpod 25 episodes to go #catchup and you keep me going #thankyou #youarenotalone https://t.co/FXU5hHvcCD,0.0,0.0,ANDROID,#metoo,0.0,0.008397241123020649,0.09939035028219223,0.892212450504303,0.8838152093812823,0.892212450504303,Positive
14684,2017-10-16 22:04:09,2017-10-16,22,Monday,"If one more person says ""why didn't you go to the police"" as a response to #metoo posts...","If one more person says ""why didn't you go to the police"" as a response to #metoo posts...",0.0,3.0,WEB,#metoo,0.0,0.8467791080474854,0.14807094633579254,0.005149997305124998,-0.8416291107423604,0.8467791080474854,Negative
9868,2017-10-16 22:04:56,2017-10-16,22,Monday,"older male coworker stuck his fingers through my sweater to ""see what I was hiding in there."" Should have talked bu<e2><80><a6> https://t.co/IGWNcf9gyS","older male coworker stuck his fingers through my sweater to ""see what I was hiding in there."" Should have talked bu<e2><80><a6> https://t.co/IGWNcf9gyS",0.0,1.0,Unknown,#metoo,0.0,0.5542142987251282,0.42630255222320557,0.019483186304569244,-0.5347311124205589,0.5542142987251282,Negative
9664,2017-10-16 19:51:23,2017-10-16,19,Monday,A boy at my school wrote a status about another boy wanting to see my breasts. The guidance counselor said I must have provoked it. #MeToo,A boy at my school wrote a status about another boy wanting to see my breasts. The guidance counselor said I must have provoked it. #MeToo,0.0,2.0,IPHONE,#metoo,0.0,0.44883549213409424,0.5325998067855835,0.018564695492386818,-0.4302707966417074,0.5325998067855835,Neutral
25143,2017-10-16 21:58:27,2017-10-16,21,Monday,"#MeToo

In multiple professional industries. 

Amongst trusted friends.

Just last week.

....

Let's see it stop.",#MeToo In multiple professional industries. Amongst trusted friends. Just last week. .... Let's see it stop.,0.0,1.0,Unknown,#metoo,0.0,0.4075569808483124,0.5067582726478577,0.08568476885557175,-0.32187221199274063,0.5067582726478577,Neutral
606,2017-10-16 20:09:05,2017-10-16,20,Monday,#MeToo when a hashtag speaks volumeS about #sexual #harassment,#MeToo when a hashtag speaks volumeS about #sexual #harassment,0.0,1.0,IPHONE,#metoo,0.0,0.6260325908660889,0.35756346583366394,0.01640397682785988,-0.609628614038229,0.6260325908660889,Negative
8866,2017-10-16 20:34:08,2017-10-16,20,Monday,Because even the things that happened when you were younger stay with you throughout your entire life. #MeToo,Because even the things that happened when you were younger stay with you throughout your entire life. #MeToo,1.0,7.0,IPHONE,#metoo,0.0,0.03455935791134834,0.5279975533485413,0.4374430775642395,0.40288371965289116,0.5279975533485413,Neutral
17990,2017-10-16 20:02:11,2017-10-16,20,Monday,#MeToo - like pretty much every woman I know. #sadbuttrue,#MeToo - like pretty much every woman I know. #sadbuttrue,0.0,1.0,WEB,#metoo,0.0,0.8189253807067871,0.16198396682739258,0.019090626388788223,-0.7998347543179989,0.8189253807067871,Negative
24857,2017-10-16 22:42:20,2017-10-16,22,Monday,This.... this is important! #MeToo https://t.co/ZCvN2KxLKU,This.... this is important! #MeToo https://t.co/ZCvN2KxLKU,0.0,0.0,IPHONE,#metoo,0.0,0.005632850807160139,0.09300921112298965,0.9013580083847046,0.8957251575775445,0.9013580083847046,Positive
22800,2017-10-16 22:24:01,2017-10-16,22,Monday,Opinion | #MeToo is spreading. Are men getting let off the hook? https://t.co/2B84IWF2NC,Opinion | #MeToo is spreading. Are men getting let off the hook? https://t.co/2B84IWF2NC,0.0,0.0,WEB,#metoo,0.0,0.17961321771144867,0.7886275053024292,0.03175925090909004,-0.14785396680235863,0.7886275053024292,Neutral
21117,2017-10-16 21:59:51,2017-10-16,21,Monday,I told my mom when I got home that night and that's a whole another story. She never mess with me after that. #MeToo,I told my mom when I got home that night and that's a whole another story. She never mess with me after that. #MeToo,0.0,0.0,ANDROID,#metoo,0.0,0.4147438108921051,0.48463308811187744,0.10062314569950104,-0.31412066519260406,0.48463308811187744,Neutral
4818,2017-10-16 19:25:49,2017-10-16,19,Monday,I<e2><80><99>m feeling too much to keep this just on Facebook. #metoo https://t.co/M71aq29oAi,I<e2><80><99>m feeling too much to keep this just on Facebook. #metoo https://t.co/M71aq29oAi,0.0,0.0,Unknown,#metoo,0.0,0.7484434843063354,0.23700614273548126,0.014550317078828812,-0.7338931672275066,0.7484434843063354,Negative
16551,2017-10-16 22:09:29,2017-10-16,22,Monday,#MeToo because I went through years of molestation as a child and was told I was confused. Because I had to physica<e2><80><a6> https://t.co/fMoiCY3rgy,#MeToo because I went through years of molestation as a child and was told I was confused. Because I had to physica<e2><80><a6> https://t.co/fMoiCY3rgy,0.0,1.0,IPHONE,#metoo,0.0,0.834114670753479,0.1589099019765854,0.006975372787564993,-0.827139297965914,0.834114670753479,Negative
24832,2017-10-16 21:32:33,2017-10-16,21,Monday,"#MeToo

If all women who<e2><80><99>ve been sexually harassed or assaulted wrote ""Me, too"", we might give a sense of the magnitude of the problem.","#MeToo If all women who<e2><80><99>ve been sexually harassed or assaulted wrote ""Me, too"", we might give a sense of the magnitude of the problem.",0.0,2.0,ANDROID,#metoo,0.0,0.5272614359855652,0.4458514153957367,0.02688714675605297,-0.5003742892295122,0.5272614359855652,Negative
5681,2017-10-16 23:45:56,2017-10-16,23,Monday,We're all in this together #MeToo,We're all in this together #MeToo,0.0,2.0,IPHONE,#metoo,0.0,0.02704319916665554,0.22400960326194763,0.7489471435546875,0.721903944388032,0.7489471435546875,Positive
23411,2017-10-16 19:38:49,2017-10-16,19,Monday,@Unpersuaded112 @CNN @realDonaldTrump This is what happens when you have a @POTUS taking orders from the Kremlin #metoo,@Unpersuaded112 @CNN @realDonaldTrump This is what happens when you have a @POTUS taking orders from the Kremlin #metoo,0.0,1.0,Unknown,#metoo,0.0,0.797561764717102,0.19477932155132294,0.0076588960364460945,-0.789902868680656,0.797561764717102,Negative
25863,2017-10-16 19:27:05,2017-10-16,19,Monday,I was 14 the first time it happened #MeToo,I was 14 the first time it happened #MeToo,0.0,0.0,IPHONE,#metoo,0.0,0.17580591142177582,0.7475326657295227,0.07666143029928207,-0.09914448112249374,0.7475326657295227,Neutral
28481,2017-10-16 23:30:17,2017-10-16,23,Monday,"By 4 a.m. Monday, more than 200,000 #metoo tweets were published by Twitter<e2><80><99>s count. The stories came pouring forth<e2><80><a6> https://t.co/8TSknpHl8g","By 4 a.m. Monday, more than 200,000 #metoo tweets were published by Twitter<e2><80><99>s count. The stories came pouring forth<e2><80><a6> https://t.co/8TSknpHl8g",0.0,2.0,IPHONE,#metoo,0.0,0.0299383532255888,0.7679864764213562,0.20207518339157104,0.17213683016598225,0.7679864764213562,Neutral
1967,2017-10-16 22:26:41,2017-10-16,22,Monday,#MeToo - 7 hours,#MeToo - 7 hours,0.0,0.0,ANDROID,#metoo,0.0,0.04848486930131912,0.8630263805389404,0.08848873525857925,0.04000386595726013,0.8630263805389404,Neutral
18026,2017-10-16 20:39:21,2017-10-16,20,Monday,Brothers: see us more deeply than testosterone dictates. I did that on purpose. Did you? #metoo,Brothers: see us more deeply than testosterone dictates. I did that on purpose. Did you? #metoo,0.0,0.0,IPHONE,#metoo,0.0,0.11802220344543457,0.7419072985649109,0.14007052779197693,0.02204832434654236,0.7419072985649109,Neutral
17163,2017-10-16 22:15:57,2017-10-16,22,Monday,Please read and do. Thanks #metoo https://t.co/gw0YrT7Jf6,Please read and do. Thanks #metoo https://t.co/gw0YrT7Jf6,0.0,3.0,IPHONE,#metoo,0.0,0.015516544692218304,0.33911263942718506,0.6453707814216614,0.6298542367294431,0.6453707814216614,Positive
598,2017-10-16 23:34:48,2017-10-16,23,Monday,#metoo has inspired me a LOT and i will try my best to make spaces better for those behind me,#metoo has inspired me a LOT and i will try my best to make spaces better for those behind me,0.0,8.0,WEB,#metoo,0.0,0.005063306074589491,0.0274498350918293,0.9674867987632751,0.9624234926886857,0.9674867987632751,Positive
25827,2017-10-16 19:37:39,2017-10-16,19,Monday,"I've been groped, pinched, flashed, physically threatened &amp; followed at work, at gigs, at straight and gay clubs, on public transport #metoo","I've been groped, pinched, flashed, physically threatened &amp; followed at work, at gigs, at straight and gay clubs, on public transport #metoo",0.0,0.0,Unknown,#metoo,0.0,0.8546577095985413,0.1371549665927887,0.00818729866296053,-0.8464704109355807,0.8546577095985413,Negative
16686,2017-10-16 20:44:26,2017-10-16,20,Monday,"Being Captain Obvious here, but, #MeToo","Being Captain Obvious here, but, #MeToo",1.0,4.0,ANDROID,#metoo,0.0,0.11208072304725647,0.6979090571403503,0.1900101751089096,0.07792945206165314,0.6979090571403503,Neutral
14188,2017-10-16 19:33:28,2017-10-16,19,Monday,Been sexually harassed? Philly region says #MeToo https://t.co/O4GVemcN5J via @phillydotcom,Been sexually harassed? Philly region says #MeToo https://t.co/O4GVemcN5J via @phillydotcom,0.0,1.0,WEB,#metoo,0.0,0.5002139210700989,0.48480743169784546,0.014978700317442417,-0.48523522075265646,0.5002139210700989,Negative
3483,2017-10-16 22:24:44,2017-10-16,22,Monday,"#metoo by people i trusted, and in <e2><80><9c>safe<e2><80><9d> situations","#metoo by people i trusted, and in <e2><80><9c>safe<e2><80><9d> situations",0.0,14.0,Unknown,#metoo,0.0,0.2963137626647949,0.617256224155426,0.08642999082803726,-0.20988377183675766,0.617256224155426,Neutral
27590,2017-10-16 22:36:50,2017-10-16,22,Monday,"#MeToo
As the Husband of the Person I most Respect &amp; Admire, a Double Daughter Daddy &amp; Son of a Single Mom .... https://t.co/nzOJiKKfl7","#MeToo As the Husband of the Person I most Respect &amp; Admire, a Double Daughter Daddy &amp; Son of a Single Mom .... https://t.co/nzOJiKKfl7",1.0,2.0,Unknown,#metoo,0.0,0.010069482959806919,0.2227465957403183,0.7671838998794556,0.7571144169196486,0.7671838998794556,Positive
3954,2017-10-16 23:56:28,2017-10-16,23,Monday,#MeToo because I had 2 separate incidents of guys harassing me on my 1 mile walk around my<e2><80><a6> https://t.co/RfyWSwYW0S,#MeToo because I had 2 separate incidents of guys harassing me on my 1 mile walk around my<e2><80><a6> https://t.co/RfyWSwYW0S,0.0,0.0,Unknown,#metoo,0.0,0.7319515347480774,0.2536746859550476,0.014373749494552612,-0.7175777852535248,0.7319515347480774,Negative
7774,2017-10-16 19:06:07,2017-10-16,19,Monday,No need to add many words. But #MeToo. And not only once.,No need to add many words. But #MeToo. And not only once.,0.0,2.0,ANDROID,#metoo,0.0,0.14886407554149628,0.6527889370918274,0.19834697246551514,0.04948289692401886,0.6527889370918274,Neutral
14977,2017-10-16 20:24:03,2017-10-16,20,Monday,Some thoughts on #MeToo https://t.co/0eXe5YSRTA,Some thoughts on #MeToo https://t.co/0eXe5YSRTA,2.0,5.0,IPHONE,#metoo,0.0,0.030879396945238113,0.9187981486320496,0.05032249912619591,0.019443102180957794,0.9187981486320496,Neutral
1182,2017-10-16 19:40:42,2017-10-16,19,Monday,I still feel scared to walk alone wearing dresses I like. #MeToo,I still feel scared to walk alone wearing dresses I like. #MeToo,0.0,0.0,WEB,#metoo,0.0,0.6871494054794312,0.2919427156448364,0.02090785838663578,-0.6662415470927954,0.6871494054794312,Negative
6330,2017-10-16 22:06:46,2017-10-16,22,Monday,I kept quiet when I should have been screaming. #MeToo,I kept quiet when I should have been screaming. #MeToo,0.0,1.0,IPHONE,#metoo,0.0,0.6345673203468323,0.3331742286682129,0.03225850313901901,-0.6023088172078133,0.6345673203468323,Negative
16678,2017-10-16 23:24:36,2017-10-16,23,Monday,I re-find my assaulter every year or so on Facebook bc some part of my soul can<e2><80><99>t let go of what he did to me two decades ago #metoo,I re-find my assaulter every year or so on Facebook bc some part of my soul can<e2><80><99>t let go of what he did to me two decades ago #metoo,15.0,243.0,IPHONE,#metoo,0.0,0.902541995048523,0.09052097052335739,0.006937096361070871,-0.8956048986874521,0.902541995048523,Negative
4746,2017-10-16 19:30:30,2017-10-16,19,Monday,#MeToo Yes I was and it's not easy to admit. It never was. And you survivors out there don't need to feel pressured<e2><80><a6> https://t.co/laLswd6MPF,#MeToo Yes I was and it's not easy to admit. It never was. And you survivors out there don't need to feel pressured<e2><80><a6> https://t.co/laLswd6MPF,0.0,0.0,ANDROID,#metoo,0.0,0.7963777780532837,0.1894291639328003,0.014193021692335606,-0.7821847563609481,0.7963777780532837,Negative
