tweetid,created,text,retweets,favorites,source.r,hashtag,num.emojis,emoji_names
10162,2017-10-16 19:27:53,"It<e2><80><99>s time to pass the responsibility and blame to who it belongs to. No more #boyswillbeboys, no more<e2><80><a6> https://t.co/k8omQbL0nU",0,0,IPHONE,#metoo,0,
10163,2017-10-16 19:43:30,the amount of posts in the #MeToo hashtag is so big and it<e2><80><99>s so heartbreaking i<e2><80><99>m so proud of every single one of you:<e2><80><99>)<ed><a0><bd><ed><b2><97><ed><a0><bd><ed><b2><97>,0,1,IPHONE,#metoo,1,growing heart
10164,2017-10-16 19:55:08,"I've had my ass grabbed abs slapped numerous times at shows or when people were ""drunk"" it's not okay it's never okay. #metoo",0,0,IPHONE,#metoo,0,
10165,2017-10-16 21:32:51,https://t.co/uBxqGwl3Vq - Daily Newspaper is out now!! click the link to have a FREE read. https://t.co/qfK7sJtWkA #perth #metoo,0,0,NA,#metoo,0,
10166,2017-10-16 23:26:25,because I am a human being and so are you #MeToo,0,0,WEB,#metoo,0,
10167,2017-10-16 21:57:24,"If you're truly surprised, you're truly complicit. 

#MeToo",2,8,IPHONE,#metoo,0,
10168,2017-10-16 19:48:54,Hesitated in joining in because I<e2><80><99>m one of the lucky ones to not have experienced a full on sexual assault...but re<e2><80><a6> https://t.co/WTv2ZCFSir,0,7,IPHONE,#metoo,0,
10169,2017-10-16 20:21:48,It's NEVER okay for this shit to happen to anyone. I've spent a lot of time trying to erase things from my own memo<e2><80><a6> https://t.co/UCJWZpsyBB,0,0,IPHONE,#metoo,0,
10170,2017-10-16 19:23:05,#Metoo because throughout my life men have thought commenting on my breasts and telling me they<e2><80><99>d fuck me is considered a compliment.,0,0,IPHONE,#metoo,0,
10171,2017-10-16 22:34:53,"I resent having to say ""me too"" because women shouldn't have to justify the validity of our experiences. But #MeToo I guess.",1,0,IPHONE,#metoo,0,
10172,2017-10-16 20:26:05,"@nowthatsmajor
<e3><83><bb><e3><83><bb><e3><83><bb>
I just wanna be... #HONEST <ed><a0><bd><ed><b2><a5>
October 20th *Set your alarms
.
.
From #MeToo to<e2><80><a6> https://t.co/b9zIywPDTz",0,1,NA,#metoo,1,collision
10173,2017-10-16 21:52:08,You learn quickly how to be respectful when you work for a sexual harasser. Sadly I n 1977 there were no protections or laws. #metoo,0,0,IPHONE,#metoo,0,
10174,2017-10-16 22:15:37,"#MeToo because he should've stopped the 1st time I said no, not the 10th.",0,2,IPHONE,#metoo,0,
10175,2017-10-16 21:41:15,#MeToo Sexual harassment of girls and women happens daily all over the world. Let's make it stop. &lt;3,0,0,WEB,#metoo,0,
10176,2017-10-16 22:12:36,Used to get daily catcalls which stopped after F2M transition. But if I had been born male I wouldn't even know that it happens. #MeToo,0,2,WEB,#metoo,0,
10177,2017-10-16 20:35:47,I quit a job at an attorneys office after a new male employee was not let go for making unwanted advances #MeToo #hewasmarried,0,2,ANDROID,#metoo,0,
10178,2017-10-16 22:15:33,"@deanyb71 @etapboy With the #Metoo ashtag lets get it out there, this is a shameful company that gets medical files<e2><80><a6> https://t.co/r6Dr9ycpe2",0,1,IPHONE,#metoo,0,
10179,2017-10-16 19:26:24,We've mentioned. We've told. We've screamed. We've waited. We've been dismissed. We've hoped. We fight. #MeToo #SexualAssault #Harassment,1,3,IPHONE,#metoo,0,
10180,2017-10-16 20:22:23,"One time as I was walking past a man, he reached down and grabbed my ass. I wish I could say thats only happened once. #metoo",0,0,IPHONE,#metoo,0,
10181,2017-10-16 19:36:25,There are too many of us. #MeToo,0,0,WEB,#metoo,0,
10182,2017-10-16 20:22:53,"So sad/angry/frustrated/disappointed at this trending today but great that it<e2><80><99>s being recognised <ed><a0><bd><ed><b9><8c><ed><a0><bc><ed><bf><bb> 
#MeToo",0,4,IPHONE,#metoo,2,"raising hands, raising hands: light skin tone"
10183,2017-10-16 21:53:48,@DrMcInnisDIT I believe people are basically good. We need to change culture &amp; environment so they realize behavior isn<e2><80><99>t ok. #MeToo,0,0,IPHONE,#metoo,0,
10184,2017-10-16 23:49:15,@Alyssa_Milano #MeToo Thank you for allowing us all to be brave.,0,1,ANDROID,#metoo,0,
10185,2017-10-16 19:24:32,"All these #metoo posts have saddened &amp; shocked me. Sexual assault is never ok, no matter your sex. Thank you to those brave enough to share",0,5,IPHONE,#metoo,0,
10186,2017-10-16 22:07:02,"One day, I hope to know a woman who's never been harassed. #MeToo",1,0,ANDROID,#metoo,0,
10187,2017-10-16 22:26:07,"@caitrionambalfe Over 500,000 women and men have tweeted #metoo so far. There<e2><80><99>s power in calling it out. Fidelity, Sister. #metoo.",0,9,NA,#metoo,0,
10188,2017-10-16 21:09:17,"#MeToo ... really haven<e2><80><99>t had the guts to say it bc i didn<e2><80><99>t think it was that serious, but i now know that isn<e2><80><99>t the case.",0,0,IPHONE,#metoo,0,
10189,2017-10-16 22:50:04,. @bbcworldservice not just women #MeToo https://t.co/HIhTJ7ilId,1,2,IPHONE,#metoo,0,
10190,2017-10-16 20:46:04,"It's sad the excuses you come up with so you can continue living in a state of denial, all that does is make the realization worse #MeToo",0,0,IPHONE,#metoo,0,
10191,2017-10-16 22:32:33,"Yesterday evening, Alyssa_Milano called for survivors to tweet #MeToo. Tens of thousands responded. https://t.co/9BYuTurYRd",0,0,NA,#metoo,0,
10192,2017-10-16 21:29:22,"Enough is enough.
#metoo",1,5,ANDROID,#metoo,0,
10193,2017-10-16 22:51:20,"Wow, utterly shocked and devastated seeing Women I<e2><80><99>ve worked with and went to school with use the #MeToo to share t<e2><80><a6> https://t.co/lbVnPLcMwf",0,13,IPHONE,#metoo,0,
10194,2017-10-16 22:28:08,"He thought he was entitled to me. As if our friendship gave him the right to do anything he wanted.

#MeToo",0,0,ANDROID,#metoo,0,
10195,2017-10-16 19:09:16,"Question: if a man in my FB says he committed sexual assault as part of the #MeToo and I know nothing else, should I call the police?",0,0,IPHONE,#metoo,0,
10196,2017-10-16 22:29:16,Sexual Assault Movement #MeToo Reaches Nearly 500000 Tweets - Hollywood Reporter https://t.co/y7XoGJfCuU #Hollywood #hollywoodnews,0,0,NA,#metoo,0,
10197,2017-10-16 20:40:07,"""#MeToo: Social media flooded with personal stories of assault - CNN - CNN"" https://t.co/Z4KYiyeD2G #Twitter",0,0,NA,#metoo,0,
10198,2017-10-16 23:39:07,Finally the conversation is started!  #metoo,0,0,IPHONE,#metoo,0,
10199,2017-10-16 19:51:21,"#metoo
.
When you read the definitions I wonder if there are many women out there who can't say<e2><80><a6> https://t.co/ZejvqF6ECm",0,1,NA,#metoo,0,
10200,2017-10-16 23:58:11,#metoo . you don't have to be ashamed- we will stand up ourselves as women &amp; we can unite together to show how powerful we are thru it all <ed><a0><bd><ed><b2><98>,0,3,IPHONE,#metoo,1,heart with arrow
10201,2017-10-16 21:16:13,Don't let anyone steal your voice. #MeToo #Hope,4,6,IPHONE,#metoo,0,
10202,2017-10-16 22:25:25,"#MeToo:  And No One Did Anything 
https://t.co/YfnsQcAnmM",1,0,NA,#metoo,0,
10203,2017-10-16 19:38:51,#MeToo Hashtags Go Viral With Stories of Sexual Assault https://t.co/CB4JMNWko0 via https://t.co/iIh8vtvk41 #hashtagthat,0,0,NA,#metoo,0,
10204,2017-10-16 20:02:06,Me too.  #metoo<ed><a0><bd><ed><b8><a0>,0,0,WEB,#metoo,1,angry face
10205,2017-10-16 20:10:58,I can think of a couple of situations. Once when I was about 9 years old by a family member and once in college. #MeToo,0,1,ANDROID,#metoo,0,
10206,2017-10-16 21:51:37,"@Alyssa_Milano None of us are alone, our voices are powerful #MeToo",0,1,IPHONE,#metoo,0,
10207,2017-10-16 19:36:16,"Re: #metoo

I am a part of the problem. I am also a part of the solution. 

Smash patriarchy. Now.",0,0,IPHONE,#metoo,0,
10208,2017-10-16 19:39:03,"@Alyssa_Milano For me, putting it in writing was part of overcoming. 
Dear All others: You are #NotAlone <e2><9d><a4><ef><b8><8f> #MeToo 
https://t.co/KgGdKMJQwO",0,0,WEB,#metoo,1,red heart
10209,2017-10-16 21:37:08,The fact that I can remember being catcalled as young as 14 (by old men) and even outside my own house is a P R O B L E M. #metoo,0,3,IPHONE,#metoo,0,
10210,2017-10-16 21:32:11,"Article: Is #MeToo Courageous?

https://t.co/oC2L7MOmDS",0,0,WEB,#metoo,0,
10211,2017-10-16 23:37:07,"I was 5, he was 10. Thankfully my parents believed me and pulled me out of school. Sadly the principal did not, whi<e2><80><a6> https://t.co/JotjHkWQ00",0,0,ANDROID,#metoo,0,
10212,2017-10-16 20:35:13,#MeToo because I want to be included in the fake outrage,0,0,ANDROID,#metoo,0,
10213,2017-10-16 22:08:12,"This has better words than I can do, but same. Thanks for your words Leena #metoo https://t.co/RBuMyaHGde",0,2,IPHONE,#metoo,0,
10214,2017-10-16 23:21:31,being told it<e2><80><99>s best to be <e2><80><9c>weaned<e2><80><9d> off a relationship (which messed you up) just because he still wanted to be physically involved #MeToo,0,2,IPHONE,#metoo,0,
10215,2017-10-16 20:35:47,"So many times.  So much nasty shit.  Broken bones, violations, everything wrong from 0-100. #metoo https://t.co/A3dDOoiSVi",0,1,IPHONE,#metoo,0,
10216,2017-10-16 22:30:23,I<e2><80><99>m late to this but #MeToo,0,0,IPHONE,#metoo,0,
10217,2017-10-16 22:03:30,"A day late, but #MeToo.",0,11,WEB,#metoo,0,
10218,2017-10-16 19:14:24,"The Movement of #MeToo - The Atlantic https://t.co/9wSUjZkyIa ""..to a feed dominated by women discussing their exps of harassment&amp;assault..""",0,0,IPHONE,#metoo,0,
10219,2017-10-16 20:58:15,Attempting to say it is like word vomit. It brings back so many harsh memories and feelings of insecurity...but unfortunately #metoo,0,3,IPHONE,#metoo,0,
10220,2017-10-16 19:23:01,Join in the movement and tell your story with #MeToo to show others that they are not alone.,2,3,WEB,#metoo,0,
10221,2017-10-16 22:29:01,"<e2><80><9c>then, if they believe you, they want retaliation or revenge<e2><80><9d>
#MeToo

https://t.co/2EQuLUUuNN",0,0,IPHONE,#metoo,0,
10222,2017-10-16 22:24:44,"@caitrionambalfe So many of us have been hurt, but we are strong. Standing together makes us heard! #MeToo",0,0,ANDROID,#metoo,0,
10223,2017-10-16 20:56:43,Amazing how many people are able to share their stories. Something needs to change. #MeToo,2,4,IPHONE,#metoo,0,
10224,2017-10-16 21:11:02,"@crapolatombola Who'd of thought the cheap, cowering @KTHopkins would try to exploit women being sexually assaulted<e2><80><a6> https://t.co/9farDEa1GB",0,4,IPHONE,#metoo,0,
10225,2017-10-16 19:19:35,"@Alyssa_Milano #MeToo

It's why I'll always have a weapon in my bag and why I don't wear heels if I'm going to be o<e2><80><a6> https://t.co/7LHitMCvLD",0,1,ANDROID,#metoo,0,
10226,2017-10-16 22:30:30,Next level heartache when your Aunties start saying #MeToo.,17,121,ANDROID,#metoo,0,
10227,2017-10-16 21:12:08,From men as old as my grandfather to a group of high school boys a month ago on the way to an interview. #MeToo,0,0,WEB,#metoo,0,
10228,2017-10-16 19:04:44,"#MeToo I was grabbed, held, rubbed, &amp; almost had a kiss forced on me in a room surrounded by people who I knew, but who didn't help me. 1/8",1,3,NA,#metoo,0,
10229,2017-10-16 23:34:06,A Conservative Comedian Just Made A Sexist <e2><80><9c>Joke<e2><80><9d> Amid #MeToo And Quickly Paid For It https://t.co/2SlahexqHd https://t.co/2SlahexqHd,0,0,NA,#metoo,0,
10230,2017-10-16 20:46:17,Just because I am your server doesn't mean it's okay. #MeToo,0,5,IPHONE,#metoo,0,
10231,2017-10-16 23:31:50,Some men view our trauma as propaganda. This is the time to listen to each other. We should not be the victim and the defendant. #MeToo,1,1,IPHONE,#metoo,0,
10232,2017-10-16 19:51:22,"#metoo #endsexualassault @ Washington, District of Columbia https://t.co/wOtSqrPH2o",0,0,NA,#metoo,0,
10233,2017-10-16 22:15:38,"It's not just women, but men too. #MeToo",0,3,ANDROID,#metoo,0,
10234,2017-10-16 22:56:16,It's sad that this has happened to so many men and women that #MeToo is trending.,0,0,IPHONE,#metoo,0,
10235,2017-10-16 21:02:57,"This one stuck with me so circled back to share it in the spirit of ""Me Too"". Great thread @ihearthestia - #MeToo<e2><80><a6> https://t.co/9nSKKRjqku",0,3,IPHONE,#metoo,0,
10236,2017-10-16 19:02:45,"I was locking up at work in the evening, the security guard leered at me through the grate and told me he wanted to lick cream off me #MeToo",0,0,IPHONE,#metoo,0,
10237,2017-10-16 23:51:16,Is the disrespect of women<e2><80><99>s humanity disgusting to you? Because #MeToo,0,0,IPHONE,#metoo,0,
10238,2017-10-16 22:19:07,"I love this 'me too', makes you feel less alone <ed><a0><bd><ed><b8><a2> #MeToo",0,1,ANDROID,#metoo,1,crying face
10239,2017-10-16 23:48:26,"To all the people who have their own #MeToo story but don't wish to share: you dont owe anyone your story, you are still in our hearts",0,0,IPHONE,#metoo,0,
10240,2017-10-16 22:08:06,Me too. #metoo #sexualharassment #sexualassault https://t.co/yAwowrpjcm,0,0,NA,#metoo,0,
10241,2017-10-16 21:16:56,#metoo because you don't need Facebook knowing your bidness.,0,0,ANDROID,#metoo,0,
10242,2017-10-16 21:09:18,"Sadly, I have more than one story. #metoo",2,6,IPHONE,#metoo,0,
10243,2017-10-16 22:49:45,@Alyssa_Milano it's a real and toxic problem. I join the ranks in telling the world #MeToo,0,0,ANDROID,#metoo,0,
10244,2017-10-16 22:27:12,"Don<e2><80><99>t get me wrong, it happens literally everywhere. Not just in film. I was 18 the first time I was assaulted. #MeToo",0,3,IPHONE,#metoo,0,
10245,2017-10-16 23:50:45,"I told my mom.
She said, ""why do you put yourself in these situations?""

at age 19
&amp; 15
&amp; 12

#metoo #fixrapeculture",0,4,ANDROID,#metoo,0,
10246,2017-10-16 22:01:07,#MeToo but keep your head held high <e2><9d><a4>,0,1,ANDROID,#metoo,0,
10247,2017-10-16 20:45:35,"When someone says a woman forced themselves on them against their will, an <e2><80><9c>awesome<e2><80><9d> and hi-five attempt isn<e2><80><99>t a valid response. #MeToo",0,18,IPHONE,#metoo,0,
10248,2017-10-16 21:15:19,"#MeToo
3x
#HerToo
My 7 yr old",0,0,ANDROID,#metoo,0,
10249,2017-10-16 19:26:13,"Me Too
#MeToo",0,0,NA,#metoo,0,
10250,2017-10-16 21:48:09,Super disappointed in my tribe today. Hard to say #metoo and not be angry when perpetrator remains a friend to my people. (1/2),0,0,WEB,#metoo,0,
10251,2017-10-16 20:20:18,"It's time to show the magnitude of the problem and do something about it!
#metoo https://t.co/lToeDRRYIX",0,2,IPHONE,#metoo,0,
10252,2017-10-16 22:16:41,"Ladies, thank you for sharing the #MeToo tag.  We are here to support you.  #YouAreNotAlone",0,1,ANDROID,#metoo,0,
10253,2017-10-16 22:12:16,My body has nothing to do with you. #MeToo,0,1,ANDROID,#metoo,0,
10254,2017-10-16 20:22:34,He said no &amp; told me to sit down. That was the 1st time I experienced sexual harassment. I was made to feel like it didnt matter(2/2)#MeToo,0,3,IPHONE,#metoo,0,
10255,2017-10-16 23:12:26,I'm not sure I know a single woman who hasn't #MeToo,1,0,WEB,#metoo,0,
10256,2017-10-16 21:48:11,This. Our stories are all different but the problem is the same #MeToo https://t.co/Pr9oPB8QNk,1,3,IPHONE,#metoo,0,
10257,2017-10-16 19:30:13,@Joshingtron I knew there was a reason I liked you so much. #MeToo,0,1,ANDROID,#metoo,0,
10258,2017-10-16 20:52:01,"Sexual advances from authority figures have no positive response Ur damned if you do,Ur damned if U don't men and women alike #ethics #MeToo",0,0,ANDROID,#metoo,0,
10259,2017-10-16 23:31:00,my heart goes out to everyone that<e2><80><99>s been a victim of sexual assault. #MeToo,0,3,IPHONE,#metoo,0,
10260,2017-10-16 23:35:06,"#MeToo because ""we've been together forever"" is never a legitimate reason",0,6,NA,#metoo,0,
10261,2017-10-16 19:54:24,#MeToo and I don't feel like talking about it.,0,1,ANDROID,#metoo,0,
10262,2017-10-16 23:10:20,"i feel v conflicted about ""me too"" and don't feel like i want it on FB but my twitfam is much littler so...#metoo #FUCKTHEPATRIARCHY",0,4,IPHONE,#metoo,0,
10263,2017-10-16 19:48:23,The unmitigated gall of cops to join in on the #metoo tag. NEVER will I trust another cop. NEVER will I advise a wo<e2><80><a6> https://t.co/KT0H4kGj4J,1,0,WEB,#metoo,0,
10264,2017-10-16 20:56:23,#metoo  Part 1 of 4 https://t.co/6LoDo2l95S,11,6,IPHONE,#metoo,0,
10265,2017-10-16 19:47:23,"#Metoo
I was 5.
Then 7.
Then 14.
Then 20.
Then 24.",0,1,IPHONE,#metoo,0,
10266,2017-10-16 19:04:55,If you don't have anything nice to say you can always just shut up #MeToo,0,1,ANDROID,#metoo,0,
10267,2017-10-16 23:34:34,"Type, delete, type, delete.
For those who are staying silent, I still support you because #Metoo",2,6,IPHONE,#metoo,0,
10268,2017-10-16 21:35:38,#MeToo  let<e2><80><99>s pray for our children,0,0,IPHONE,#metoo,0,
10269,2017-10-16 21:12:24,"Me, too.
If all the people who have been sexually harassed or assaulted wrote ""me, too"" as a status, we might give<e2><80><a6> https://t.co/1zeIYzriTc",0,1,WEB,#metoo,0,
10270,2017-10-16 23:09:27,Thanks to ministry/church leaders sharing #MeToo stories today.,0,0,NA,#metoo,0,
10271,2017-10-16 20:10:44,@lparrottperry @sheilatwomey That just can't be! In some ways it seems like it was way longer ago. And not... How very #MeToo for us all!,0,1,WEB,#metoo,0,
10272,2017-10-16 21:08:36,I believe you #metoo,2,5,IPHONE,#metoo,0,
10273,2017-10-16 19:07:22,landlordtweets: #metoo Too late for words now but never too too late to stop it happening to others #staysafe #itsnotyourfault,0,0,NA,#metoo,0,
10274,2017-10-16 19:30:19,I was 14-16 he was 14 years older than me I tried to take my own life for 2 years bc thought it was the only was to get away from him #metoo,0,16,WEB,#metoo,0,
10275,2017-10-16 19:14:59,"#MeToo It's not about a wink, or a smile.It's about a hand shoved down a shirt, or up a skirt.Being fired because ur boss""is in love w/you.""",1,1,ANDROID,#metoo,0,
10276,2017-10-16 21:55:47,Last thing before bed... #MeToo,0,0,IPHONE,#metoo,0,
10277,2017-10-16 23:05:58,I was less than 12 years old when it happene. Done by my own <e2><80><98>uncle<e2><80><99> to whom I still couldn<e2><80><99>t look into his eyes till this day #MeToo,0,1,IPHONE,#metoo,0,
10278,2017-10-16 23:27:15,"So my entire Facebook feed is basically ""me too"" from every woman I know. And although I'm not ready 2 discuss my particulars here, #MeToo",0,4,IPHONE,#metoo,0,
10279,2017-10-16 22:09:06,"Telling somebody never occurred to me either, Marilyn.
""A pattern of bearing shame in silence"" @marilyngard #MeToo https://t.co/SPzNILjkSs",2,4,WEB,#metoo,0,
10280,2017-10-16 21:51:25,"No experience should be ignored because ""common/minor issue"". It affects you anyway. Wounds can't be seen, but they're always there. #MeToo",0,0,ANDROID,#metoo,0,
10281,2017-10-16 22:02:13,For every one who had to just awkwardly laugh off an inappropriate comment or conversation because you just wanted to escape #MeToo,1,6,IPHONE,#metoo,0,
10282,2017-10-16 21:41:52,"#metoo sucks being a women trying to move up in careers in a ""mans world"" where they want something for promoting you",0,0,IPHONE,#metoo,0,
10283,2017-10-16 22:11:13,"Me, too  #MeToo",0,1,IPHONE,#metoo,0,
10284,2017-10-16 19:20:18,my FB feed this morning made me cry. Every. Goddamn. Woman. #metoo https://t.co/c4nS32wfin,0,3,WEB,#metoo,0,
10285,2017-10-16 20:56:20,"#metoo, and one of you fuckers follows me on twitter.",0,0,IPHONE,#metoo,0,
10286,2017-10-16 23:31:48,"#MeToo. Two simple words packing a powerful punch today. Tonight at 6 &amp; 9 on @BlackHillsFOX, hear the story of one sexual assault survivor.",0,3,WEB,#metoo,0,
10287,2017-10-16 23:42:47,"And #MeToo. Thinking how ""lucky"" I was I only seemed to have had low-level, non-contact harassment, &amp; then I remembered 1 time it wasn't",0,1,ANDROID,#metoo,0,
10288,2017-10-16 22:04:46,I was only 17 and it will always live with me...but it won<e2><80><99>t own or control me anymore #MeToo https://t.co/38nObNXhSY,0,2,IPHONE,#metoo,0,
10289,2017-10-16 20:26:21,"I<e2><80><99>ve tried so hard to get through this quietly and by myself, but I can<e2><80><99>t be silent anymore. #MeToo #metoo",0,1,IPHONE,#metoo,0,
10290,2017-10-16 19:47:29,This is important... #MeToo  https://t.co/vICQdqYVZ6,0,0,IPHONE,#metoo,0,
10291,2017-10-16 19:29:06,"#MondayMorning Sean Hughes #Ophelia #redsun #MeToo #IdLikeToTeach Harvey Weinstein's $250,000 #DementiaCareSummit<ed><a0><bd><ed><b1><87>
<ed><a0><bd><ed><b8><8d><ed><a0><bd><ed><b8><8d>https://t.co/XxrFj0yzdR",1,40,WEB,#metoo,2,"smiling face with heart-eyes, backhand index pointing down"
10292,2017-10-16 23:01:02,It happened to #metoo as a Junior in high school I was sexually assaulted and was sexually harassed in my first two jobs out of college.,0,1,IPHONE,#metoo,0,
10293,2017-10-16 19:30:30,"#MeToo 
I was 16 or 17. I didn't tell anyone until 10 years later. I felt ashamed. Not any more. Now I'd like to think I know better.",0,0,WEB,#metoo,0,
10294,2017-10-16 21:53:19,My #MeToo experience is sadly typical' https://t.co/EbjNoN5rXA,0,0,NA,#metoo,0,
10295,2017-10-16 22:54:30,FACT: Sexual assaults/harassment does NOT just come from strangers! #metoo,0,1,IPHONE,#metoo,0,
10296,2017-10-16 19:13:21,For all the times it's so systemic that you almost (ALMOST) don't notice it happening until it's happened. #MeToo,0,1,IPHONE,#metoo,0,
10297,2017-10-16 19:21:39,If #MeToo is the rallying cry for sexual harassment/assault I can't think of a single woman I know who shouldn't use it! And many men also.,1,0,IPHONE,#metoo,0,
10298,2017-10-16 23:18:50,"Men, please stop feigning surprise. #MeToo",0,0,ANDROID,#metoo,0,
10299,2017-10-16 21:08:13,"I<e2><80><99>m 65, it took yrs to admit I<e2><80><99>d been sexually harassed/assaulted. We were advised then just to smile &amp; move on.Still haunts me now. #MeToo",0,2,NA,#metoo,0,
10300,2017-10-16 23:43:17,"ME TOO
#metoo https://t.co/m7xchT0PVV",0,1,IPHONE,#metoo,0,
10301,2017-10-16 20:56:47,"#MeToo This power culture has to stop. My daughter does not need to face the frequent, varied and unnecessary guises of sexual assault.",0,0,WEB,#metoo,0,
10302,2017-10-16 19:11:06,@SafetyPinDaily @qz I will never stop fighting to see sexual predation by patriarchal males ended #MeToo,1,2,ANDROID,#metoo,0,
10303,2017-10-16 23:30:12,"#MeToo more than once. #MeToo both by ""friends"". #MeToo it took years to realize one was assault (1/2)",0,3,ANDROID,#metoo,0,
10304,2017-10-16 21:22:52,"#metoo 

Love to all women out there <e2><9d><a4><ef><b8><8f><ed><a0><bd><ed><b6><a4><e2><9d><a4><ef><b8><8f>",0,2,WEB,#metoo,2,"red heart, black heart"
10305,2017-10-16 20:32:54,"#Weinstein saga is about more than sexual misconduct. It's about political &amp; economic inequality of women. #MeToo 
https://t.co/mPuiqgmMp6",0,0,WEB,#metoo,0,
10306,2017-10-16 20:33:43,"The man i was later married to took my virginity, literally took,despite me saying no. I felt complicit since i let him so close 1/3  #meToo",0,0,NA,#metoo,0,
10307,2017-10-16 20:53:24,Maybe I could have done something different. #MeToo,0,1,IPHONE,#metoo,0,
10308,2017-10-16 20:30:18,Given the overwhelming abundance of #metoo stories I am re-sharing this MUST WATCH video. THIS is what is needed.... https://t.co/PclM60fVQ5,0,0,NA,#metoo,0,
10309,2017-10-16 20:58:12,"No I wasn't drinking. No I didn't report it. Yes, I thought no one would believe me because he was famous. Yes I'm still #triggered #MeToo",1,1,IPHONE,#metoo,0,
10310,2017-10-16 20:53:16,#MeToo. When I wore cute (and $$$$) high-waisted shorts and felt super cute&amp;confident until 2 men followed me and yelled expletives at me,0,3,IPHONE,#metoo,0,
10311,2017-10-16 19:54:08,"If your response to  #MeToo is ""at least you weren't raped"" then you're the problem, asshole.",0,1,IPHONE,#metoo,0,
10312,2017-10-16 19:09:24,You can't re-brand perfection we have worked hard out here... #metoo <ed><a0><bd><ed><b8><9c> https://t.co/8yQhmPkDOl,0,0,IPHONE,#metoo,1,face with stuck-out tongue & winking eye
10313,2017-10-16 23:08:22,#MeToo  Haven't we all?,1,0,ANDROID,#metoo,0,
10314,2017-10-16 19:46:39,"Honestly, I don't know any woman who hasn't been subjected to sexual harassment or assault. #MeToo",0,4,WEB,#metoo,0,
10315,2017-10-16 20:34:54,"Nothing is more fulfilling
 #metoo #ccdcfam https://t.co/hEoVyKW1Bh",1,3,IPHONE,#metoo,0,
10316,2017-10-16 21:04:37,"What you need to know right now about #metoo.
https://t.co/64ZtRVIGbE",1,3,WEB,#metoo,0,
10317,2017-10-16 19:13:07,"The tutor who used to come to MY house, was sexually harassing me for a whole year. I never understood what was going on, I was 13. #MeToo",0,0,IPHONE,#metoo,0,
10318,2017-10-16 19:34:02,I told myself it was my fault and that I should've known better than to hang out with him.  #MeToo,0,2,IPHONE,#metoo,0,
10319,2017-10-16 20:19:15,"Unfortunately, me, too.   And unfortunately, there are too many me toos out there. This is our society.  It is sad and heartbreaking. #metoo",0,1,WEB,#metoo,0,
10320,2017-10-16 20:04:46,"I understand that the #metoo movement is offensive to some. I know its hard on the victims, it's hard to admit... https://t.co/jXYFdHVgl1",0,0,NA,#metoo,0,
10321,2017-10-16 23:20:04,#metoo Twice,0,1,NA,#metoo,0,
10322,2017-10-16 19:34:44,I can recall several occasions. First aged 15 on an underground escalator. #metoo,0,0,IPHONE,#metoo,0,
10323,2017-10-16 22:40:46,@JasonClay75 @MeghanMcCain @ChrisLoesch 1.Valley girl went out in the 80s. 2.while #MeToo is trending you chear thr<e2><80><a6> https://t.co/ZqEeoBwbdx,0,4,ANDROID,#metoo,0,
10324,2017-10-16 21:31:15,#MeToo with tears. https://t.co/uChNamiXiB,1,1,ANDROID,#metoo,0,
10325,2017-10-16 23:23:07,"@lillian_mafs #MeToo it happens more than one would think by so called ""friends"".",0,2,IPHONE,#metoo,0,
10326,2017-10-16 19:50:41,#MeToo on Facebook has FLATTENED me. Swinging btwn rage + grief. Not sure I can open this can of worms here as well. Kudos to all who have.,2,14,WEB,#metoo,0,
10327,2017-10-16 22:35:21,"Oh by the way
#MeToo",0,0,IPHONE,#metoo,0,
10328,2017-10-16 20:04:17,"@CIumsyBee I did speak because us, women, can do a lot when we do it together. .and today there was all this energy<e2><80><a6> https://t.co/mCULLPZXyI",0,1,ANDROID,#metoo,0,
10329,2017-10-16 21:05:10,"I was raped by my ex boyfriend. This is the first time I'm talking about this.
#MeToo",0,0,ANDROID,#metoo,0,
10330,2017-10-16 19:44:07,"My manager she was explaining to me and my coworker the FB movement #metoo but instead of saying hashtag, she said pound metoo <ed><a0><bd><ed><b8><82><ed><a0><bd><ed><b8><82><ed><a0><bd><ed><b8><82>",0,2,IPHONE,#metoo,1,face with tears of joy
10331,2017-10-16 20:09:24,"I was afraid to ever speak of it again, when the first person I told asked me ""Are you sure?"" #MeToo",0,0,WEB,#metoo,0,
10332,2017-10-16 21:18:38,To everyone sharing I thank you! <e2><9d><a4><ef><b8><8f> I believe you! I hear you! <e2><9d><a4><ef><b8><8f> I support you! #metoo,1,0,NA,#metoo,1,red heart
10333,2017-10-16 20:28:26,#metoo an intense weight on my shoulders that has reshaped the whole of me,0,1,ANDROID,#metoo,0,
10334,2017-10-16 20:24:25,Sexual harassment is no joke. #metoo,0,0,WEB,#metoo,0,
10335,2017-10-16 22:38:57,"Me too <ed><a0><bd><ed><b2><9c>. #MeToo, #ihaveavoice, #iwillbeheard, #iammorethanawoman, #sexualassaultsurivor, #iamafighter, #iamstrong",0,0,ANDROID,#metoo,1,purple heart
10336,2017-10-16 19:05:14,@dailyblastlive to go with #MeToo https://t.co/Bet1tsYmf7,0,2,NA,#metoo,0,
10337,2017-10-16 22:39:11,"#metoo 
everyone has a right to be heard",0,7,IPHONE,#metoo,0,
